member_id,first_name,last_name,full_name,division,house,party,from_date,from_why,to_date,to_why,gender
100212,Ursula,Stephens,Ursula Stephens,NSW,senate,Australian Labor Party,2002-07-01,general_election,2014-06-30,retired,female
100213,Glenn,Sterle,Glenn Sterle,WA,senate,Australian Labor Party,2005-07-01,general_election,9999-12-31,still_in_office,male
100214,John,Stone,John Stone,Queensland,senate,National Party,1987-07-11,general_election,1990-03-01,resigned,male
100215,Natasha,Stott Despoja,Natasha Stott Despoja,SA,senate,Australian Democrats,1995-11-29,unknown,2008-06-30,retired,female
100216,Kathy,Sullivan,Kathy Sullivan,Queensland,senate,Liberal Party,1974-05-18,general_election,1984-11-05,resigned,female
100217,Karen,Synon,Karen Synon,Victoria,senate,Liberal Party,1997-05-13,unknown,1999-06-30,unknown,female
100218,Grant,Tambling,Grant Tambling,NT,senate,Country Liberal Party,1987-07-11,general_election,2001-11-09,retired,male
100219,Michael,Tate,Michael Tate,Tasmania,senate,Australian Labor Party,1978-07-01,general_election,1993-07-05,resigned,male
100220,Tsebin,Tchen,Tsebin Tchen,Victoria,senate,Liberal Party,1999-07-01,general_election,2005-06-30,retired,male
100221,Baden,Teague,Baden Teague,SA,senate,Liberal Party,1978-07-01,general_election,1996-06-30,retired,male
100222,Andrew,Thomas,Andrew Thomas,WA,senate,Liberal Party,1975-12-13,general_election,1983-02-04,unknown,male
100223,John,Tierney,John Tierney,NSW,senate,Liberal Party,1991-02-11,unknown,2005-04-14,resigned,male
100224,Michael,Townley,Michael Townley,Tasmania,senate,Independent,1971-07-01,general_election,1987-06-05,retired,male
100225,Judith,Troeth,Judith Troeth,Victoria,senate,Liberal Party,1993-07-01,general_election,2011-06-30,retired,female
100226,Russell,Trood,Russell Trood,Queensland,senate,Liberal Party,2005-07-01,general_election,2011-06-30,unknown,male
100227,Josephine,Vallentine,Josephine Vallentine,WA,senate,Australian Greens,1985-07-01,general_election,1992-01-31,resigned,female
100228,Amanda,Vanstone,Amanda Vanstone,SA,senate,Liberal Party,1984-12-01,general_election,2007-04-26,resigned,female
100229,David,Vigor,David Vigor,SA,senate,Unite Australia Party,1984-12-01,general_election,1987-06-05,unknown,male
100230,Peter,Walsh,Peter Walsh,WA,senate,Australian Labor Party,1974-05-18,general_election,1993-06-30,retired,male
100231,Mary,Walters,Mary Walters,Tasmania,senate,Liberal Party,1975-12-13,general_election,1993-06-30,retired,female
100232,John,Watson,John Watson,Tasmania,senate,Liberal Party,1978-07-01,general_election,2008-06-30,retired,male
100233,Ruth,Webber,Ruth Webber,WA,senate,Australian Labor Party,2002-07-01,general_election,2008-06-30,unknown,female
100234,James,Webster,James Webster,Victoria,senate,National Country Party,1964-12-09,unknown,1980-01-28,resigned,male
100235,Suzanne,West,Suzanne West,NSW,senate,Australian Labor Party,1990-07-01,general_election,2002-06-30,retired,female
100236,Suzanne,West,Suzanne West,NSW,senate,Australian Labor Party,1987-02-11,unknown,1987-06-05,unknown,female
100237,John,Wheeldon,John Wheeldon,WA,senate,Australian Labor Party,1965-07-01,general_election,1981-06-30,retired,male
100238,Thomas,Wheelwright,Thomas Wheelwright,NSW,senate,Australian Labor Party,1995-05-24,unknown,1996-06-30,unknown,male
100239,Reginald,Withers,Reginald Withers,WA,senate,Liberal Party,1966-02-17,unknown,1966-11-25,unknown,male
100240,Reginald,Withers,Reginald Withers,WA,senate,Liberal Party,1968-07-01,general_election,1987-06-05,retired,male
100241,Penny,Wong,Penny Wong,SA,senate,Australian Labor Party,2002-07-01,general_election,9999-12-31,still_in_office,female
100242,William,Wood,William Wood,NSW,senate,Nuclear Disarmament Party,1987-07-11,general_election,1988-05-12,disqualified,male
100243,John,Woodley,John Woodley,Queensland,senate,Australian Democrats,1993-07-01,general_election,2001-07-27,resigned,male
100244,Bob,Woods,Bob Woods,NSW,senate,Liberal Party,1994-03-08,unknown,1997-03-07,resigned,male
100245,Dana,Wortley,Dana Wortley,SA,senate,Australian Labor Party,2005-07-01,general_election,2011-06-30,unknown,female
100246,Kenneth,Wriedt,Kenneth Wriedt,Tasmania,senate,Australian Labor Party,1968-07-01,general_election,1980-09-25,resigned,male
100247,Harold,Young,Harold Young,SA,senate,Liberal Party,1968-07-01,general_election,1981-08-18,changed_party,male
100267,Harold,Young,Harold Young,SA,senate,PRES,1981-08-18,changed_party,1983-02-04,unknown,male
100248,Alice,Zakharov,Alice Zakharov,Victoria,senate,Australian Labor Party,1983-03-05,general_election,1995-03-06,died,female
100249,Mark,Arbib,Mark Arbib,NSW,senate,Australian Labor Party,2008-07-01,general_election,2012-03-05,resigned,male
100250,Catryna,Bilyk,Catryna Bilyk,Tasmania,senate,Australian Labor Party,2008-07-01,general_election,9999-12-31,still_in_office,female
100251,Doug,Cameron,Doug Cameron,NSW,senate,Australian Labor Party,2008-07-01,general_election,9999-12-31,still_in_office,male
100252,Michaelia,Cash,Michaelia Cash,WA,senate,Liberal Party,2008-07-01,general_election,9999-12-31,still_in_office,female
100253,Don,Farrell,Don Farrell,SA,senate,Australian Labor Party,2008-07-01,general_election,2014-06-30,retired,male
100855,Don,Farrell,Don Farrell,SA,senate,Australian Labor Party,2016-07-01,general_election,9999-12-31,still_in_office,male
100254,David,Feeney,David Feeney,Victoria,senate,Australian Labor Party,2008-07-01,general_election,2013-08-12,resigned,male
100255,Mark,Furner,Mark Furner,Queensland,senate,Australian Labor Party,2008-07-01,general_election,2014-06-30,retired,male
100256,Sarah,Hanson-Young,Sarah Hanson-Young,SA,senate,Australian Greens,2008-07-01,general_election,9999-12-31,still_in_office,female
100257,Helen,Kroger,Helen Kroger,Victoria,senate,Liberal Party,2008-07-01,general_election,2014-06-30,retired,female
100258,Scott,Ludlam,Scott Ludlam,WA,senate,Australian Greens,2008-07-01,general_election,2017-07-14,resigned,male
100259,Louise,Pratt,Louise Pratt,WA,senate,Australian Labor Party,2008-07-01,general_election,2014-06-30,retired,female
100862,Louise,Pratt,Louise Pratt,WA,senate,Australian Labor Party,2016-07-01,general_election,9999-12-31,still_in_office,female
100260,Scott,Ryan,Scott Ryan,Victoria,senate,Liberal Party,2008-07-01,general_election,2017-11-12,changed_party,male
100877,Scott,Ryan,Scott Ryan,Victoria,senate,PRES,2017-11-13,general_election,9999-12-31,still_in_office,male
100261,John,Williams,John Williams,NSW,senate,National Party,2008-07-01,general_election,9999-12-31,still_in_office,male
100262,Nick,Xenophon,Nick Xenophon,SA,senate,Independent,2008-07-01,general_election,2016-07-01,changed_party,male
100867,Nick,Xenophon,Nick Xenophon,SA,senate,Nick Xenophon Team,2016-07-01,changed_party,2017-10-06,resigned,male
100279,Christopher,Back,Christopher Back,WA,senate,Liberal Party,2009-03-11,general_election,2017-07-31,resigned,male
100312,Deborah,O'Neill,Deborah O'Neill,NSW,senate,Australian Labor Party,2013-11-13,unknown,9999-12-31,still_in_office,female
100285,Richard,Di Natale,Richard Di Natale,Victoria,senate,Australian Greens,2011-07-01,general_election,9999-12-31,still_in_office,male
100286,Sean,Edwards,Sean Edwards,SA,senate,Liberal Party,2011-07-01,general_election,2016-05-09,unknown,male
100288,Alex,Gallacher,Alex Gallacher,SA,senate,Australian Labor Party,2011-07-01,general_election,9999-12-31,still_in_office,male
100291,Bridget,McKenzie,Bridget McKenzie,Victoria,senate,National Party,2011-07-01,general_election,9999-12-31,still_in_office,female
100292,John,Madigan,John Madigan,Victoria,senate,Democratic Labor Party,2011-07-01,general_election,2014-09-04,changed_party,male
100841,John,Madigan,John Madigan,Victoria,senate,Independent,2014-09-04,general_election,2016-05-09,unknown,male
100293,Lee,Rhiannon,Lee Rhiannon,NSW,senate,Australian Greens,2011-07-01,general_election,2018-08-18,resigned,female
100295,Lisa,Singh,Lisa Singh,Tasmania,senate,Australian Labor Party,2011-07-01,general_election,9999-12-31,still_in_office,female
100296,Matt,Thistlethwaite,Matt Thistlethwaite,NSW,senate,Australian Labor Party,2011-07-01,general_election,2013-08-09,resigned,male
100297,Anne,Urquhart,Anne Urquhart,Tasmania,senate,Australian Labor Party,2011-07-01,general_election,9999-12-31,still_in_office,female
100298,Larissa,Waters,Larissa Waters,Queensland,senate,Australian Greens,2011-07-01,general_election,2017-07-18,resigned,female
100884,Larissa,Waters,Larissa Waters,Queensland,senate,Australian Greens,2018-09-06,unknown,9999-12-31,still_in_office,female
100300,Penny,Wright,Penny Wright,SA,senate,Australian Greens,2011-07-01,general_election,2015-09-10,resigned,female
100301,Arthur,Sinodinos,Arthur Sinodinos,NSW,senate,Liberal Party,2011-10-31,unknown,9999-12-31,still_in_office,male
100302,Bob,Carr,Bob Carr,NSW,senate,Australian Labor Party,2012-03-06,general_election,2013-10-24,resigned,male
100303,Dean,Smith,Dean Smith,WA,senate,Liberal Party,2012-05-02,general_election,9999-12-31,still_in_office,male
100304,Lin,Thorp,Lin Thorp,Tasmania,senate,Australian Labor Party,2012-06-20,general_election,2014-06-30,retired,female
100305,Peter,Whish-Wilson,Peter Whish-Wilson,Tasmania,senate,Australian Greens,2012-06-20,general_election,9999-12-31,still_in_office,male
100306,Anne,Ruston,Anne Ruston,SA,senate,Liberal Party,2012-09-05,unknown,9999-12-31,still_in_office,female
100307,Sue,Lines,Sue Lines,WA,senate,Australian Labor Party,2013-05-15,unknown,2016-09-30,changed_party,female
100872,Sue,Lines,Sue Lines,WA,senate,DPRES,2016-09-30,changed_party,9999-12-31,still_in_office,female
100308,Sam,Dastyari,Sam Dastyari,NSW,senate,Australian Labor Party,2013-08-21,unknown,2018-01-25,resigned,male
100309,Nova,Peris,Nova Peris,NT,senate,Australian Labor Party,2013-09-07,general_election,2016-05-09,retired,female
100310,Mehmet,Tillem,Mehmet Tillem,Victoria,senate,Australian Labor Party,2013-08-21,unknown,2014-06-30,retired,male
100311,Zed,Seselja,Zed Seselja,ACT,senate,Liberal Party,2013-09-07,general_election,9999-12-31,still_in_office,male
100313,Barry,O'Sullivan,Barry O'Sullivan,Queensland,senate,National Party,2014-02-11,unknown,9999-12-31,still_in_office,male
100826,Joe,Bullock,Joe Bullock,WA,senate,Australian Labor Party,2014-07-01,general_election,2016-04-13,resigned,male
100827,Matthew,Canavan,Matthew Canavan,Queensland,senate,Liberal National Party,2014-07-01,general_election,9999-12-31,still_in_office,male
100828,Bob,Day,Bob Day,SA,senate,Family First Party,2014-07-01,general_election,2016-11-01,resigned,male
100829,Chris,Ketter,Chris Ketter,Queensland,senate,Australian Labor Party,2014-07-01,general_election,9999-12-31,still_in_office,male
100830,Jacqui,Lambie,Jacqui Lambie,Tasmania,senate,Palmer United Party,2014-07-01,general_election,2014-11-23,changed_party,female
100842,Jacqui,Lambie,Jacqui Lambie,Tasmania,senate,Independent,2014-11-24,general_election,2017-11-14,resigned,female
100831,Glenn,Lazarus,Glenn Lazarus,Queensland,senate,Palmer United Party,2014-07-01,general_election,2015-03-12,changed_party,male
100843,Glenn,Lazarus,Glenn Lazarus,Queensland,senate,Independent,2015-03-13,general_election,2016-05-09,unknown,male
100832,David,Leyonhjelm,David Leyonhjelm,NSW,senate,Liberal Democratic Party,2014-07-01,general_election,9999-12-31,still_in_office,male
100833,James,McGrath,James McGrath,Queensland,senate,Liberal National Party,2014-07-01,general_election,9999-12-31,still_in_office,male
100834,Ricky,Muir,Ricky Muir,Victoria,senate,Australian Motoring Enthusiast Party,2014-07-01,general_election,2016-05-09,unknown,male
100835,Linda,Reynolds,Linda Reynolds,WA,senate,Liberal Party,2014-07-01,general_election,9999-12-31,still_in_office,female
100836,Janet,Rice,Janet Rice,Victoria,senate,Australian Greens,2014-07-01,general_election,9999-12-31,still_in_office,female
100837,Dio,Wang,Dio Wang,WA,senate,Palmer United Party,2014-07-01,general_election,2016-05-09,unknown,male
100844,Katy,Gallagher,Katy Gallagher,ACT,senate,Australian Labor Party,2015-03-26,general_election,2018-05-10,disqualified,female
100845,Jenny,McAllister,Jenny McAllister,NSW,senate,Australian Labor Party,2015-05-06,general_election,9999-12-31,still_in_office,female
100846,Jo,Lindgren,Jo Lindgren,Queensland,senate,Liberal Party,2015-05-21,unknown,2016-05-09,unknown,female
100847,Nick,McKim,Nick McKim,Tasmania,senate,Australian Greens,2015-08-19,unknown,9999-12-31,still_in_office,male
100848,Robert,Simms,Robert Simms,SA,senate,Australian Greens,2015-09-22,unknown,2016-05-09,unknown,male
100849,James,Paterson,James Paterson,Victoria,senate,Liberal Party,2016-03-09,unknown,9999-12-31,still_in_office,male
100850,Patrick,Dodson,Patrick Dodson,WA,senate,Australian Labor Party,2016-04-28,unknown,9999-12-31,still_in_office,male
100851,Jonathon,Duniam,Jonathon Duniam,Tasmania,senate,Liberal Party,2016-07-01,general_election,9999-12-31,still_in_office,male
100852,Brian,Burston,Brian Burston,NSW,senate,Pauline Hanson's One Nation Party,2016-07-01,general_election,9999-12-31,still_in_office,male
100853,Anthony,Chisholm,Anthony Chisholm,Queensland,senate,Australian Labor Party,2016-07-01,general_election,9999-12-31,still_in_office,male
100854,Rod,Culleton,Rod Culleton,WA,senate,Pauline Hanson's One Nation Party,2016-07-01,general_election,2017-01-11,disqualified,male
100856,Stirling,Griff,Stirling Griff,SA,senate,Nick Xenophon Team,2016-07-01,general_election,2018-04-10,changed_party,male
100894,Stirling,Griff,Stirling Griff,SA,senate,Centre Alliance,2018-04-10,changed_party,9999-12-31,still_in_office,male
100858,Derryn,Hinch,Derryn Hinch,Victoria,senate,Derryn Hinch's Justice Party,2016-07-01,general_election,9999-12-31,still_in_office,male
100859,Jane,Hume,Jane Hume,Victoria,senate,Liberal Party,2016-07-01,general_election,9999-12-31,still_in_office,female
100860,Skye,Kakoschke-Moore,Skye Kakoschke-Moore,SA,senate,Nick Xenophon Team,2016-07-01,general_election,2017-11-22,resigned,female
100861,Malarndirri,McCarthy,Malarndirri McCarthy,NT,senate,Australian Labor Party,2016-07-02,general_election,9999-12-31,still_in_office,female
100863,Malcolm,Roberts,Malcolm Roberts,Queensland,senate,Pauline Hanson's One Nation Party,2016-07-01,general_election,2017-10-27,disqualified,male
100864,Murray,Watt,Murray Watt,Queensland,senate,Australian Labor Party,2016-07-01,general_election,9999-12-31,still_in_office,male
100865,Kimberley,Kitching,Kimberley Kitching,Victoria,senate,Australian Labor Party,2016-10-25,unknown,9999-12-31,still_in_office,female
100868,Peter,Georgiou,Peter Georgiou,WA,senate,Pauline Hanson's One Nation Party,2017-03-20,general_election,9999-12-31,still_in_office,male
100869,Lucy,Gichuhi,Lucy Gichuhi,SA,senate,Family First Party,2017-04-19,unknown,2017-05-03,changed_party,female
100870,Lucy,Gichuhi,Lucy Gichuhi,SA,senate,Independent,2017-05-03,general_election,9999-12-31,still_in_office,female
100873,Slade,Brockman,Slade Brockman,WA,senate,Liberal Party,2017-08-16,unknown,9999-12-31,still_in_office,male
100874,Jordon,Steele-John,Jordon Steele-John,WA,senate,Australian Greens,2017-11-10,unknown,9999-12-31,still_in_office,male
100876,Fraser,Anning,Fraser Anning,Queensland,senate,Pauline Hanson's One Nation Party,2017-11-10,unknown,2018-01-15,changed_party,male
100879,Fraser,Anning,Fraser Anning,Queensland,senate,Independent,2018-01-15,changed_party,2018-06-04,changed_party,male
100882,Fraser,Anning,Fraser Anning,Queensland,senate,Katter's Australian Party,2018-06-04,changed_party,9999-12-31,still_in_office,male
100888,Rex,Patrick,Rex Patrick,SA,senate,Nick Xenophon Team,2017-11-14,unknown,2018-04-10,changed_party,male
100895,Rex,Patrick,Rex Patrick,SA,senate,Centre Alliance,2018-04-10,changed_party,9999-12-31,still_in_office,male
100889,Jim,Molan,Jim Molan,NSW,senate,Liberal Party,2017-12-22,general_election,9999-12-31,still_in_office,male
100878,Steve,Martin,Steve Martin,Tasmania,senate,Independent,2018-02-09,unknown,9999-12-31,still_in_office,male
100881,Kristina,Keneally,Kristina Keneally,NSW,senate,Australian Labor Party,2018-02-14,unknown,9999-12-31,still_in_office,female
100890,Amanda,Stoker,Amanda Stoker,Queensland,senate,Liberal Party,2018-03-21,unknown,9999-12-31,still_in_office,female
100891,Tim,Storer,Tim Storer,SA,senate,Nick Xenophon Team,2018-02-16,general_election,2018-02-26,changed_party,male
100892,Tim,Storer,Tim Storer,SA,senate,Independent,2018-02-26,changed_party,9999-12-31,still_in_office,male
100893,David,Smith,David Smith,ACT,senate,Australian Labor Party,2018-05-23,general_election,9999-12-31,still_in_office,male
100883,Mehreen,Faruqi,Mehreen Faruqi,NSW,senate,Australian Greens,2018-08-18,unknown,9999-12-31,still_in_office,female
1,Tony,Abbott,Tony Abbott,Warringah,representatives,Liberal Party,1994-03-26,by_election,9999-12-31,still_in_office,male
3,Dick,Adams,Dick Adams,Lyons,representatives,Australian Labor Party,1993-03-13,general_election,2013-09-07,unknown,male
4,Albert,Adermann,Albert Adermann,Fairfax,representatives,National Party,1984-12-01,general_election,1990-02-19,retired,male
5,Albert,Adermann,Albert Adermann,Fisher,representatives,National Party,1972-12-02,general_election,1984-12-01,unknown,male
6,Anthony,Albanese,Anthony Albanese,Grayndler,representatives,Australian Labor Party,1996-03-02,general_election,9999-12-31,still_in_office,male
7,Kenneth,Aldred,Kenneth Aldred,Bruce,representatives,Liberal Party,1983-05-28,by_election,1990-03-24,unknown,male
8,Kenneth,Aldred,Kenneth Aldred,Deakin,representatives,Liberal Party,1990-03-24,general_election,1996-01-29,retired,male
9,Kenneth,Aldred,Kenneth Aldred,Henty,representatives,Liberal Party,1975-12-13,general_election,1980-10-18,unknown,male
10,John,Anderson,John Anderson,Gwydir,representatives,National Party,1989-04-15,by_election,2007-10-17,retired,male
11,Peter,Andren,Peter Andren,Calare,representatives,Independent,1996-03-02,general_election,2007-10-17,retired,male
12,John,Andrew,John Andrew,Wakefield,representatives,Liberal Party,1983-03-05,general_election,1998-11-10,changed_party,male
584,John,Andrew,John Andrew,Wakefield,representatives,SPK,1998-11-10,changed_party,2004-08-31,retired,male
13,Kevin,Andrews,Kevin Andrews,Menzies,representatives,Liberal Party,1991-05-11,by_election,9999-12-31,still_in_office,male
14,John,Anthony,John Anthony,Richmond,representatives,National Party,1957-09-14,by_election,1984-01-18,resigned,male
15,Larry,Anthony,Larry Anthony,Richmond,representatives,National Party,1996-03-02,general_election,2004-10-09,unknown,male
16,John,Armitage,John Armitage,Chifley,representatives,Australian Labor Party,1969-10-25,general_election,1983-02-04,retired,male
17,John,Armitage,John Armitage,Mitchell,representatives,Australian Labor Party,1961-12-09,general_election,1963-11-30,unknown,male
18,Rodney,Atkinson,Rodney Atkinson,Isaacs,representatives,Liberal Party,1990-03-24,general_election,1996-03-02,unknown,male
19,Fran,Bailey,Fran Bailey,McEwen,representatives,Liberal Party,1990-03-24,general_election,1993-03-13,unknown,female
20,Fran,Bailey,Fran Bailey,McEwen,representatives,Liberal Party,1996-03-02,general_election,2010-08-21,retired,female
21,Marshall,Baillieu,Marshall Baillieu,La Trobe,representatives,Liberal Party,1975-12-13,general_election,1980-10-18,unknown,male
22,Bruce,Baird,Bruce Baird,Cook,representatives,Liberal Party,1998-10-03,general_election,2007-10-17,retired,male
23,Mark,Baker,Mark Baker,Braddon,representatives,Liberal Party,2004-10-09,general_election,2007-11-24,unknown,male
24,Peter,Baldwin,Peter Baldwin,Sydney,representatives,Australian Labor Party,1983-03-05,general_election,1998-08-31,retired,male
25,Bob,Baldwin,Bob Baldwin,Paterson,representatives,Liberal Party,1996-03-02,general_election,1998-10-03,unknown,male
26,Bob,Baldwin,Bob Baldwin,Paterson,representatives,Liberal Party,2001-11-10,general_election,2016-05-09,retired,male
27,Phillip,Barresi,Phillip Barresi,Deakin,representatives,Liberal Party,1996-03-02,general_election,2007-11-24,unknown,male
28,Kerry,Bartlett,Kerry Bartlett,Macquarie,representatives,Liberal Party,1996-03-02,general_election,2007-11-24,unknown,male
29,Michael,Baume,Michael Baume,Macarthur,representatives,Liberal Party,1975-12-13,general_election,1983-03-05,unknown,male
30,Julian,Beale,Julian Beale,Bruce,representatives,Liberal Party,1990-03-24,general_election,1996-03-02,unknown,male
31,Julian,Beale,Julian Beale,Deakin,representatives,Liberal Party,1984-12-01,general_election,1990-03-24,unknown,male
32,Kim,Beazley,Kim Beazley,Brand,representatives,Australian Labor Party,1996-03-02,general_election,2007-10-17,retired,male
33,Kim,Beazley,Kim Beazley,Swan,representatives,Australian Labor Party,1980-10-18,general_election,1996-03-02,unknown,male
34,David,Beddall,David Beddall,Fadden,representatives,Australian Labor Party,1983-03-05,general_election,1984-12-01,unknown,male
35,David,Beddall,David Beddall,Rankin,representatives,Australian Labor Party,1984-12-01,general_election,1998-08-31,retired,male
36,Arch,Bevis,Arch Bevis,Brisbane,representatives,Australian Labor Party,1990-03-24,general_election,2010-08-21,unknown,male
37,James,Bidgood,James Bidgood,Dawson,representatives,Australian Labor Party,2007-11-24,general_election,2010-08-21,retired,male
38,Bruce,Billson,Bruce Billson,Dunkley,representatives,Liberal Party,1996-03-02,general_election,2016-05-09,retired,male
39,Gordon,Bilney,Gordon Bilney,Kingston,representatives,Australian Labor Party,1983-03-05,general_election,1996-03-02,unknown,male
40,Sharon,Bird,Sharon Bird,Cunningham,representatives,Australian Labor Party,2004-10-09,general_election,9999-12-31,still_in_office,female
41,Reginald,Birney,Reginald Birney,Phillip,representatives,Liberal Party,1975-12-13,general_election,1983-03-05,unknown,male
42,Bronwyn,Bishop,Bronwyn Bishop,Mackellar,representatives,Liberal Party,1994-03-26,by_election,2013-11-12,changed_party,female
676,Bronwyn,Bishop,Bronwyn Bishop,Mackellar,representatives,SPK,2013-11-12,changed_party,2015-08-02,changed_party,female
679,Bronwyn,Bishop,Bronwyn Bishop,Mackellar,representatives,Liberal Party,2015-08-02,changed_party,2016-05-09,retired,female
43,Julie,Bishop,Julie Bishop,Curtin,representatives,Liberal Party,1998-10-03,general_election,9999-12-31,still_in_office,female
44,Cecil,Blanchard,Cecil Blanchard,Moore,representatives,Australian Labor Party,1983-03-05,general_election,1990-03-24,unknown,male
45,Neal,Blewett,Neal Blewett,Bonython,representatives,Australian Labor Party,1977-12-10,general_election,1994-02-11,resigned,male
46,Charles,Blunt,Charles Blunt,Richmond,representatives,National Party,1984-02-18,by_election,1990-03-24,unknown,male
47,John,Bourchier,John Bourchier,Bendigo,representatives,Liberal Party,1972-12-02,general_election,1983-03-05,unknown,male
48,Chris,Bowen,Chris Bowen,Prospect,representatives,Australian Labor Party,2004-10-09,general_election,2010-08-21,unknown,male
623,Chris,Bowen,Chris Bowen,McMahon,representatives,Australian Labor Party,2010-08-21,general_election,9999-12-31,still_in_office,male
49,Lionel,Bowen,Lionel Bowen,Kingsford Smith,representatives,Australian Labor Party,1969-10-25,general_election,1990-02-19,retired,male
50,David,Bradbury,David Bradbury,Lindsay,representatives,Australian Labor Party,2007-11-24,general_election,2013-09-07,unknown,male
51,James,Bradfield,James Bradfield,Barton,representatives,Liberal Party,1975-12-13,general_election,1983-03-05,unknown,male
52,John,Bradford,John Bradford,McPherson,representatives,Christian Democratic Party,1990-03-24,general_election,1998-10-03,unknown,male
53,Raymond,Braithwaite,Raymond Braithwaite,Dawson,representatives,National Party,1975-12-13,general_election,1996-01-29,retired,male
54,Laurence,Brereton,Laurence Brereton,Kingsford Smith,representatives,Australian Labor Party,1990-03-24,general_election,2004-08-31,retired,female
55,Russell,Broadbent,Russell Broadbent,Corinella,representatives,Liberal Party,1990-03-24,general_election,1993-03-13,unknown,male
56,Russell,Broadbent,Russell Broadbent,McMillan,representatives,Liberal Party,1996-03-02,general_election,1998-10-03,unknown,male
57,Russell,Broadbent,Russell Broadbent,McMillan,representatives,Liberal Party,2004-10-09,general_election,9999-12-31,still_in_office,male
58,Mal,Brough,Mal Brough,Longman,representatives,Liberal Party,1996-03-02,general_election,2007-11-24,unknown,male
648,Mal,Brough,Mal Brough,Fisher,representatives,Liberal Party,2013-09-07,general_election,2016-05-09,retired,male
59,John,Brown,John Brown,Parramatta,representatives,Australian Labor Party,1977-12-10,general_election,1990-02-19,retired,male
60,Joseph,Brown,Joseph Brown,Indi,representatives,ANTI-SOC,1906-12-12,general_election,1910-04-13,unknown,male
62,Robert,Brown,Robert Brown,Charlton,representatives,Australian Labor Party,1984-12-01,general_election,1998-08-31,retired,male
63,Robert,Brown,Robert Brown,Hunter,representatives,Australian Labor Party,1980-10-18,general_election,1984-12-01,unknown,male
568,Neil,Brown,Neil Brown,Menzies,representatives,Liberal Party,1969-10-25,general_election,1972-12-02,unknown,male
569,Neil,Brown,Neil Brown,Diamond Valley,representatives,Liberal Party,1975-12-13,general_election,1983-03-05,unknown,male
570,Neil,Brown,Neil Brown,Menzies,representatives,Liberal Party,1984-12-01,general_election,1991-02-25,resigned,male
64,John,Brumby,John Brumby,Bendigo,representatives,Australian Labor Party,1983-03-05,general_election,1990-03-24,unknown,male
65,Gordon,Bryant,Gordon Bryant,Wills,representatives,Australian Labor Party,1955-12-10,general_election,1980-09-19,retired,male
66,Melville,Bungey,Melville Bungey,Canning,representatives,Liberal Party,1974-05-18,general_election,1983-03-05,unknown,male
67,Anna,Burke,Anna Burke,Chisholm,representatives,Australian Labor Party,1998-10-03,general_election,2008-02-11,changed_party,female
68,Anna,Burke,Anna Burke,Chisholm,representatives,CWM,2008-02-12,changed_party,2012-10-09,changed_party,female
631,Anna,Burke,Anna Burke,Chisholm,representatives,SPK,2012-10-09,changed_party,2013-08-05,changed_party,female
675,Anna,Burke,Anna Burke,Chisholm,representatives,Australian Labor Party,2013-08-05,changed_party,2016-05-09,retired,female
69,Tony,Burke,Tony Burke,Watson,representatives,Australian Labor Party,2004-10-09,general_election,9999-12-31,still_in_office,male
70,William,Burns,William Burns,Isaacs,representatives,Liberal Party,1977-12-10,general_election,1980-10-18,unknown,male
71,Maxwell,Burr,Maxwell Burr,Lyons,representatives,Liberal Party,1984-12-01,general_election,1993-02-08,retired,male
72,Maxwell,Burr,Maxwell Burr,Wilmot,representatives,Liberal Party,1975-12-13,general_election,1984-12-01,unknown,male
73,Mark,Butler,Mark Butler,Port Adelaide,representatives,Australian Labor Party,2007-11-24,general_election,9999-12-31,still_in_office,male
74,Anthony,Byrne,Anthony Byrne,Holt,representatives,Australian Labor Party,1999-11-06,by_election,9999-12-31,still_in_office,male
76,Alan,Cadman,Alan Cadman,Mitchell,representatives,Liberal Party,1974-05-18,general_election,2007-10-17,retired,male
77,Stephen,Calder,Stephen Calder,Northern Territory,representatives,National Country Party,1966-11-26,general_election,1980-09-19,retired,male
78,Clyde,Cameron,Clyde Cameron,Hindmarsh,representatives,Australian Labor Party,1949-12-10,general_election,1980-09-19,retired,male
79,Donald,Cameron,Donald Cameron,Fadden,representatives,Liberal Party,1977-12-10,general_election,1983-03-05,unknown,male
80,Donald,Cameron,Donald Cameron,Griffith,representatives,Liberal Party,1966-11-26,general_election,1977-12-10,unknown,male
81,Donald,Cameron,Donald Cameron,Moreton,representatives,Liberal Party,1983-11-05,by_election,1990-03-24,unknown,male
82,Eoin,Cameron,Eoin Cameron,Stirling,representatives,Liberal Party,1993-03-13,general_election,1998-10-03,unknown,male
83,Ewen,Cameron,Ewen Cameron,Indi,representatives,Liberal Party,1977-12-10,general_election,1993-02-08,retired,male
84,Ian,Cameron,Ian Cameron,Maranoa,representatives,National Party,1980-10-18,general_election,1990-02-19,retired,male
85,Ross,Cameron,Ross Cameron,Parramatta,representatives,Liberal Party,1996-03-02,general_election,2004-10-09,unknown,male
86,Graeme,Campbell,Graeme Campbell,Kalgoorlie,representatives,Independent,1980-10-18,general_election,1998-10-03,unknown,male
87,Jodie,Campbell,Jodie Campbell,Bass,representatives,Australian Labor Party,2007-11-24,general_election,2010-08-21,retired,female
88,James,Carlton,James Carlton,Mackellar,representatives,Liberal Party,1977-12-10,general_election,1994-01-14,resigned,male
